,orig_index,tweet,tweet_text,clean_tweet
378,1046,"@DrKateJMiller Yes, @celliottability @fordnation @PublicHealthON , it's time to launch a formal #COVID19 public health strategy: screening (hospital and family practice); isolation; health worker protection, and testing.  Best to be ahead of the curve.","@DrKateJMiller Yes, @celliottability @fordnation @PublicHealthON , it's time to launch a formal #COVID19 public health strategy: screening (hospital and family practice); isolation; health worker protection, and testing.  Best to be ahead of the curve",DrKateJMiller Yes celliottability fordnation PublicHealthON it is time to launch formal COVID19 public health strategy screen hospital and family practice isolation health worker protection and test Best to be ahead of the curve
379,389,"RT @BBCWorld: Dublin cancels St Patrick's Day parade amid fears about the spread of coronavirus
https://t.co/vtuWeMxA3C","Dublin cancels St Patrick's Day parade amid fears about the spread of coronavirus
",Dublin cancel St Patrick is Day parade amid fear about the spread of coronavirus
380,830,"RT @wlchronicle: Due to elevated health concerns around coronavirus, the local True North tech conference will be cancelled this year. http…","Due to elevated health concerns around coronavirus, the local True North tech conference will be cancelled this year. http",Due to elevate health concern around coronavirus the local True North tech conference will be cancel this year http
381,592,"RT @ConanOBrien: Due to the Coronavirus, a group is urging the NCAA to play March Madness games in empty stadiums. The XFL said, “Hey, that…","Due to the Coronavirus, a group is urging the NCAA to play March Madness games in empty stadiums. The XFL said, “Hey, that",Due to the Coronavirus group be urge the NCAA to play March Madness game in empty stadium The XFL say Hey that
382,622,"RT @WorldRowing: Due to the Coronavirus outbreak, World Rowing Events in Italy are cancelled. Here's the full story about the joint decisio…","Due to the Coronavirus outbreak, World Rowing Events in Italy are cancelled. Here's the full story about the joint decisio",Due to the Coronavirus outbreak World Rowing Events in Italy be cancel Here is the full story about the joint decisio
386,879,RT @Reuters: EU privacy rules no obstacle to coronavirus fight; smartphone tracking a no-no https://t.co/ppGgZyEU7r https://t.co/zplByZ95xH,EU privacy rules no obstacle to coronavirus fight; smartphone tracking a no-no  ,EU privacy rule no obstacle to coronavirus fight smartphone track nono
387,1140,"RT @jaimewoo: Editors, when you inevitably assign stories about the racist response to the coronavirus, please hire writers of Asian descen…","Editors, when you inevitably assign stories about the racist response to the coronavirus, please hire writers of Asian descen",Editors when you inevitably assign story about the racist response to the coronavirus please hire writer of Asian descen
388,116,"Edmonton woman worries for family under quarantine in Wuhan, China
https://t.co/Hh5NN4byj8 #cdnhealth #coronavirus https://t.co/WDvUKa5u46","Edmonton woman worries for family under quarantine in Wuhan, China
 #cdnhealth #coronavirus ",Edmonton woman worry for family under quarantine in Wuhan China cdnhealth coronavirus
389,138,"RT @ABC: Eerie drone footage shows the deserted streets of Wuhan, the city at the center of the coronavirus outbreak. https://t.co/LneUp0nz…","Eerie drone footage shows the deserted streets of Wuhan, the city at the center of the coronavirus outbreak. ",Eerie drone footage show the desert street of Wuhan the city at the center of the coronavirus outbreak
393,789,"RT @ianbremmer: Empty shelves in Germany #coronavirus

Fun fact:

The German word for panic hoarding is Hamsterkauf, made up of the German…","Empty shelves in Germany #coronavirus

Fun fact:

The German word for panic hoarding is Hamsterkauf, made up of the German",Empty shelf in Germany coronavirus Fun fact The German word for panic hoard be Hamsterkauf make up of the German
396,294,Europe's epidemic: how coronavirus radiated out from Italy https://t.co/QQ8MvKTIrE Wait until it hits Trump's America,Europe's epidemic: how coronavirus radiated out from Italy  Wait until it hits Trump's America,Europe is epidemic how coronavirus radiate out from Italy Wait until it hit Trump is America
397,968,"RT @ezraklein: Even if you're not at high risk with coronavirus, what you do matters for those who are. https://t.co/dFF0DIspHf","Even if you're not at high risk with coronavirus, what you do matters for those who are. ",Even if you be not at high risk with coronavirus what you do matter for those who be
399,100,"RT @karenpaulscbc: Everyone who has questions about #coronavirus, call in now @checkupcbc. This is your chance. https://t.co/iZB4bYHl35","Everyone who has questions about #coronavirus, call in now @checkupcbc. This is your chance. ",Everyone who have question about coronavirus call in now checkupcbc This be your chance
403,376,RT @AAUniversities: Experts @JohnsHopkins have created a map that provides realtime updates on where #coronavirus cases have emerged and th…,Experts @JohnsHopkins have created a map that provides realtime updates on where #coronavirus cases have emerged and th,Experts JohnsHopkins have create map that provide realtime update on where coronavirus case have emerge and th
408,1105,RT @blogTO: Face masks are now a common sight in Toronto and people are getting nervous https://t.co/u2cdu1A54j #Toronto #Coronavirus https…,Face masks are now a common sight in Toronto and people are getting nervous  #Toronto #Coronavirus https,Face mask be now common sight in Toronto and people be get nervous Toronto Coronavirus http
409,462,RT @SocMedDr: Facebook is giving free ads to the WHO and taking down 'conspiracy theories' about coronavirus https://t.co/5itj60ZQaE,Facebook is giving free ads to the WHO and taking down 'conspiracy theories' about coronavirus ,Facebook be give free ad to the WHO and take down theory about coronavirus
410,1274,RT @bradrossTO: Facts matter. Evidence matters. Science matters. Stay informed about the Novel Coronavirus via credible sources of informat…,Facts matter. Evidence matters. Science matters. Stay informed about the Novel Coronavirus via credible sources of informat,Facts matter Evidence matter Science matter Stay inform about the Novel Coronavirus via credible source of informat
411,1334,RT @CTVBarrieNews: Fake texts and social media posts have been circulating about cases of coronavirus at Royal Victoria Hospital and Collin…,Fake texts and social media posts have been circulating about cases of coronavirus at Royal Victoria Hospital and Collin,Fake text and social medium post have be circulate about case of coronavirus at Royal Victoria Hospital and Collin
416,911,"RT @donie: ""False Reporting of Coronavirus in Newark via Social Media will be Criminally Prosecuted,"" authorities in New Jersey say https:/…","""False Reporting of Coronavirus in Newark via Social Media will be Criminally Prosecuted,"" authorities in New Jersey say https",False Reporting of Coronavirus in Newark via Social Media will be Criminally Prosecuted authority in New Jersey say http
417,1111,"RT @ambermac: ""False claims about how the #coronavirus began, number of ppl infected &amp; promises of magical cures are spreading… The rise in…","""False claims about how the #coronavirus began, number of ppl infected &amp; promises of magical cures are spreading… The rise in",False claim about how the coronavirus begin number of ppl infect amp promise of magical cure be The rise in
418,214,RT @business: Fashion chain Primark warns of supply shortages from Chinese manufacturers due to coronavirus https://t.co/ib21xvuKDZ,Fashion chain Primark warns of supply shortages from Chinese manufacturers due to coronavirus ,Fashion chain Primark warns of supply shortage from Chinese manufacturer due to coronavirus
420,1271,RT @kinsellawarren: Fear over coronavirus prompts school board in Ontario to warn parents about racism against Chinese community - The Glob…,Fear over coronavirus prompts school board in Ontario to warn parents about racism against Chinese community - The Glob,Fear over coronavirus prompt school board in Ontario to warn parent about racism against Chinese community The Glob
421,150,"RT @SBSNews: Fears mounted on Saturday over the growing number of infections outside China from the coronavirus, as the World Health Organi…","Fears mounted on Saturday over the growing number of infections outside China from the coronavirus, as the World Health Organi",Fears mount on Saturday over the grow number of infection outside China from the coronavirus a the World Health Organi
422,686,RT @CBCOttawa: Fears of coronavirus contamination prompt Starbucks to temporarily ban reusable mugs https://t.co/kPi9cwt1I9 #ottnews #ottaw…,Fears of coronavirus contamination prompt Starbucks to temporarily ban reusable mugs  #ottnews #ottaw,Fears of coronavirus contamination prompt Starbucks to temporarily ban reusable mug ottnews ottaw
423,690,RT @curryb: Federal Reserve cuts interest rates to counter economic damage of coronavirus /via @globeandmail https://t.co/5JpWfrb33z,Federal Reserve cuts interest rates to counter economic damage of coronavirus /via @globeandmail ,Federal Reserve cut interest rate to counter economic damage of coronavirus globeandmail
424,632,"RT @TheHillTimes: Federal officials brief MPs, parliamentary staff on efforts to combat coronavirus  #cdnpoli https://t.co/PvURREMTKI (subs…","Federal officials brief MPs, parliamentary staff on efforts to combat coronavirus  #cdnpoli  (subs",Federal official brief MPs parliamentary staff on effort to combat coronavirus cdnpoli sub
426,977,"RT @hebeipangzai: Fighting against  CoronaVirus! 
We are together! 加油加油加油 https://t.co/QJeWYQVSZ7","Fighting against  CoronaVirus! 
We are together! 加油加油加油 ",Fighting against CoronaVirus We be together
428,998,RT @leagueofcities: Find more information on @MikeBloomberg new Coronavirus Local Response Initiative here: https://t.co/rZStONShnd #NLCCCC…,Find more information on @MikeBloomberg new Coronavirus Local Response Initiative here #NLCCCC,Find more information on MikeBloomberg new Coronavirus Local Response Initiative here NLCCCC
431,491,"RT @romereports: First coronavirus case in Vatican, medical testing for those in contact with the person

#COVIDー19
#coronvirusitalia
#Coro…","First coronavirus case in Vatican, medical testing for those in contact with the person

#COVIDー19
#coronvirusitalia
#Coro",First coronavirus case in Vatican medical test for those in contact with the person COVIDー19 coronvirusitalia Coro
436,533,RT @cbcmarketplace: Flying during the coronavirus outbreak? Microbiologist Keith Warriner (@kwarrine) breaks down the steps you can take to…,Flying during the coronavirus outbreak? Microbiologist Keith Warriner (@kwarrine) breaks down the steps you can take to,Flying during the coronavirus outbreak Microbiologist Keith Warriner kwarrine break down the step you can take to
